,DARMC_X,DARMC_Y,DARMC_OBJECTID,NAME,NAME2,Latitude,Longitude,Geo_Q,F2008_Wreck,F2010_Wreck,Geo_D,Start_Date,End_Date,Date_Q,Date_D,Depth,Depth_Q,Year_Found,Year_Found_1,Cargo_1,Cargo_Type1,Cargo_2,Cargo_Type2,Cargo_3,Cargo_Type_3,Other_Cargo,Gear,Estimated displacement,Comments,Length,Width,Size_Detail,Parker_ref,Parker?,Bibliography AFM State 2008,Bibliography_2,OXREP_locid,OXREP_Site_Name,OXREP_Wreck_Name,OXREP_Earliest_Date,OXREP_Latest_Date,OXREP_Dating_comment,OXREP_Wreck_ID,OXREP_Strauss_ID,OXREP_Parker_Number,OXREP_Sea_area,OXREP_Country,OXREP_Region,OXREP_Min_depth,OXREP_Max_depth,OXREP_Depth,OXREP_Period,OXREP_Reference,OXREP_Comments,OXREP_Stone_cargo_notes,OXREP_Other_cargo,OXREP_Hull_remains,OXREP_Shipboard_paraphernalia,OXREP_Ship_equipment,OXREP_Estimated_tonnage,,
1047,3026034.825,4436783.923,1048,Yassi Ada 1,Yassi Ada A,36.983333,27.183333, ,987,1028, ,626,626,ca, ,39, ,1961, ,amphoras,Riley LR1 Riley LR2,ceramic,"bowls, plates, cups, cooking pots, storage jars, pitchers",stone,mortar,"pipette, lamps, weights, steelyards, censer, fishing weights, glass, iron tools, 70 coins",11 iron anchors, ,galley with tiled roof,21,5, ,1239,1,"G.F. Bass 1963, 138-156; G.F. Bass 1975; G.F. Bass and F.H. van Doorninck 1982; P. Throckmorton 1987; F.H. van Doorninck Jr. 1997.",J. Leidwanger 2011.,635,Yassi Ada,Yassi Ada A,625,630,first half C 7th AD,8609,,1239,Aegean,Turkey,between Turkish mainland and Kos,32,39,39m,Byzantine,"P. Van Alfen, JRA 9 (1996), 189-213; S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004), 45-52; http://ina.tamu.edu/yasymposium/PDFs/Van%20Doorninck2.pdf","A well preserved 21m ship carrying 3 rows of about 900 amphorae. The ship can be dated from 16 gold coins and 50 copper coins to AD 626, as all but one gold coin were issues of the Emperor Heraclius. The ship may have belonged to the Church and was transporting low-grade wine intended for Byzantine troops. The ship, with a  slim 4:1 length to width ratio, sharp bow and full stern was designed for speed and carried a lateen sail. At the stern was a large galley complex, well equipped to serve food and drink to quite a number of passnegers.",,,"Well preserved. A fairly weak construction of widely spaced, small and unpeggedd mortise and tenon joints only up to the waterline; above that hull planking was fixed to already erected framing.","At least 40 iron carpentry tools, numerous cooking wares and copper containers, coins, fishing equipment and 16 oil lamps. 8 bronze weights (and 1 of glass) and at least 3 steelyards, the largest of which is 1.46m long and decorated at one end with a boar's head terminal. Its sculptural counterweight was a bust of the goddess Athena. A bronze censer and cross.","11 iron anchors with straight arms set perpendicular to the shank, a cruciform anchor design used from the C4th-10th AD. Three of the anchors weighed 78.75kg, another one 110.25kg and another three were sheet anchors weighing 141.75kg.",60,,
1137,3222699.259,5013093.942,1138,Yenikapi 27, ,41.0051,28.95, ,1008,1049, ,627,869,, , ,silted, , , ,, ,, , , ,, ,"heavily pitched inside and out, shell construction",0,0, , ,0,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",Kocabaş and Özsait-Kocabaş 2013.,,,,,,,,,,,,,,,,,,,,,,,,,,
147,345090.4215,5327205.274,148,Grazel 2, ,43.1,3.1, ,358,369, ,631,631,ca, , , , , ,metal,,coins,, , , ,, ,,0,0, ,483,1,, ,1497,Grazel,Grazel B,631,631,,7899,,483,,,,,,,,,,,,,,,,,
1084,3079839.245,4390432.941,1085,Datca 2, ,36.65,27.666667,ca,250,258, ,650,725,ca, ,49, , , ,amphoras,globular baluster-shaped, ,, , , ,, ,well-preserved hull,0,0, ,352,1,, ,2627,Datca,Datca B,650,725,,7770,,352,,Turkey,,,,,,,,,,,,,,,
810,1614132.617,4406632.843,811,Punta Secca 1, ,36.766667,14.5, ,747,781, ,650,700,ca, ,3, , , ,coins,7C Byzantine coin,stone,"30 marble slabs, 24 blocks", , , ,, ,well-preserved hull,0,0, ,967,1,, ,632,Punta Secca,Punta Secca A,650,700,,8349,,967,,,,,,,,,,,,,,,,,
811,1614132.617,4406632.843,812,Punta Secca 2, ,36.766667,14.5, ,748,782, ,650,700,ca, ,3, , , ,nothing reported,, ,, , , ,, ,well-preserved hull,0,0, ,968,1,, ,1209,Punta Secca,Punta Secca B,650,700,,8350,,968,,,,,,,,,,,,,,,,,
1001,2476858.67,8001636.975,1002,Salme 1, ,58.163,22.25,ca,0,0, ,650,750,ca, , ,silted,2008, , ,, ,, , , ,, ,"7 skeletons with weapons, males aged between 18-45; knives, whetstones, one bone comb",11.58,0, , ,0,,A. Curry 2013.,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,3222699.259,5013093.942,1127,Yenikapi 17, ,41.0051,28.95, ,997,1038, ,652,870,ca, , ,silted,2007, ,Stone,56 stones 25x30x45 cm; total weight 647 kg,,, , , ,, ,, shell construction;  estimated to have been originally more than 18 m long; radiocarbon dated,8.2,2, ,0,"J.P. Delgado 2007, 8-11; C. Pulak 2007."," Kocabaş 2012, 168-176; Kocabaş and Özsait-Kocabaş 2013.",,,,,,,,,,,,,,,,,,,,,,,,,,
1215,3886942.66,3844312.445,1216,Tantura Byzantine, ,32.615,34.917, ,0,0, ,663,665, , , , ,1998, ,Coins,minted from Anastasius I to Constantine II,,, , , ,"lead net sinkers, fishing spear, etc","""medium-sized""","Byz fishing ship still sailing after Muslim conquest, which was common; Byz culture persisted among conquered people. distinct from other Tantura wrecks in database",0,0, , ,0,,E. Galili and B. Rosen 2008.,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,3222699.259,5013093.942,1139,Yenikapi 3, ,41.0051,28.95, ,1009,1050, ,668,840,ca, ,0.7,silted,2006, ,Tiles,"roof tile fragments, mortar ", ,, , , ,, ,"trade ship; heavily pitched inside and out, shell construction; estimated to have been originally 18 m long; dating by 14C analyses; wood species identified  ",9.1,2.3, , ,0,"J.P. Delgado 2007, 8-11; C. Pulak 2007.","Kocabaş 2012, 152-164; Kocabaş and Özsait-Kocabaş 2013; Çetinler 2013. ",,,,,,,,,,,,,,,,,,,,,,,,,,
1121,3222699.259,5013093.942,1122,Yenikapi 12, ,41.0051,28.95, ,992,1033, ,672,870,ca, , ,silted, , ,Amphoras,, ,, , , ,"personal belongings of the captain found in a special compartment: brazier, cooking pot, mugs and jugs, glass goblet sherds, two amphorae ", ,"trade ship; heavily pitched inside and out, shell construction; estimated to have originally been 8-8.50m long and 2.80m wide; dated by radiocarbon; cargo ship used for coastal shipping; timbers of this shipwreck have been identified, see Kocabaş 2012, 206-210. Possible dating 672-870",0,0, , ,0,"J.P. Delgado 2007, 8-11; C. Pulak 2007."," Akkemik 2008; Kocabaş 2012, 112-124, 206-210; Kocabaş and Özsait-Kocabaş 2013; Özsait-Kocabaş, 2013. ",,,,,,,,,,,,,,,,,,,,,,,,,,
1002,2476858.67,8001636.975,1003,Salme 2, ,58.163,22.25,ca,0,0, ,690,770,ca, , ,silted,2010, , ,, ,, , , ,, ,"33 skeletons with weapons, all male 18-45, combs, animal remains. Crew show signs of being killed in battle, burial seems hasty; discovered 100 ft from Salme 1. Report is preliminary. With Salme 1, ships constitute earliest know long-range Viking activity.",16.76,3.05, , ,0,,A. Curry 2013.,,,,,,,,,,,,,,,,,,,,,,,,,,
313,667360.3473,4493467.967,314,Hispalis,Plaza Nueva; Seville ship,37.389,5.995, ,0,0, ,700,1258, ,1258 terminus ante quem,11,silted,1981, , ,, ,, , , ,, ,"buried near Guadalquivir river, in what was the Baetis (Roman for Guadalquivir) harbor when Seville was Roman Hispalis. not well preserved. author speculates that comes from Seville's Muslim period, 711-1090. A convent was built on that site in 1258; the ship likely sank rather earlier than that unless the river moved away from the convent site very fast.",0,0, , ,0,,C. Tejedor 2007.,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1692167.58,6451126.361,877,Kolin 2,Kolin 2,50.028,15.201, ,0,0, ,700,1400, , , , ,1920,ca, ,, ,, , , ,, ,similar to boats dated to early Slavonic period. in Elbe,9,0.8, , ,0,,J. Rogers 2010.,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,3148486.265,4420538.1,1117,Marmaris 1, ,36.866667,28.283333,ca,490,514, ,700,900, , , , , , ,ceramic,Byzantine  plates, ,, , , ,, ,,0,0, ,657,1,, ,1073,Marmaris,Marmaris A,700,900,,8054,,657,,,,,,,,,,,,,,,,,
1206,3885050.229,3842330.217,1207,Tantura Arab, ,32.6,34.9, ,895,932, ,700,900,ca, , ,shallow, , ,amphoras,, ,, , , ,, ,"Amphoras were found amidships and are basis for date.  Not clear if this wreck is related to any of the other Tantura/Dor wrecks, but authors remarked it was the last to be found among the 9 wrecks in the lagoon and was not excavated until 1999, which would suggest this is not a duplicate of any of the other wrecks.  Authors do not specify a precise wreck number or ID.",0,0, , ,0,"J.G. Royal 2006, 3-11; J.G. Royal 2006, 195-217; J. Leidwanger 2007, 308-316.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,3885050.229,3842330.217,1209,Tantura Lagoon F, ,32.6,34.9, ,899,936, ,700,750,ca, ,1, , , ,Amphoras,"8 some similar to Yassiada (LR1, but one handle)",Ceramic,"20 for storage (with fish bone remnants) similar to Cesarea stratum 8, Pella, Jordan, Israeli coast from C7",Ceramic,2 juglets similar to ones found at Kellia and Nile delta from C7, ,"two anchors, rope, reed, wooden spoon, bone needle; fish bones and food remnants (olive pits from central mountains of Israel).", ,"70m offshore. Dating by 14C (wood is tamarix, pinus brutia, pinus nigra; tamarix from mod. Turkey)",12,3.5,ca, ,0,"S. Kampbell 2006, 7-10; O. Barkai and Y. Kahanov 2007, 21-31.",Y. Kahanov 2011.,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,3222699.259,5013093.942,1125,Yenikapi 15, ,41.0051,28.95, ,995,1036, ,700,900,ca, , ,silted,2007, , ,, ,, , , ,, ,"trade ship; heavily pitched inside and out, shell construction; estimated to have been originally over 17.40 m long ",0,0, , ,0,"J.P. Delgado 2007, 8-11; C. Pulak 2007.","  Kocabaş 2012, 164-168; Kocabaş and Özsait-Kocabaş 2013",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Yenikapı 29,,41.005,28.95,ca,,,,700,800,ca,,2.4,,,,,,,,,,,,,,7.9,4.5,,,,Kocabaş 2012; Kocabaş and Özsait-Kocabaş 2013.,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1903451.973,6241162.467,934,Mikulcice 4,Mikulcice 4,48.801,17.099,ca,0,0, ,710,980, , , , ,1984, , ,, ,, , , ,,0.55,"fragile, so reburied in situ",6.7,0.75, , ,0,,J. Rogers 2010.,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1374795.711,6090400.537,714,Langbürgner See, ,47.901,12.35,ca,0,0, ,760,760,ca, , , , , , ,, ,, , , ,, ,"Oak logboat, date by C14",0,0, , ,0,,T. Weski 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,
107,174400.5727,6815207.177,108,Dunwich Bank, ,52.083333,1.566667, ,287,296, ,775,892, , , ,shallow (?), , , ,, ,, , , ,, ,survey find. Dating by 14C.  Anglo-Saxon dugout,5,0, , ,0,"J. Flatman and L. Blue 1999, 174-199.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1610422.004,7459516.941,806,Szczecin, ,55.5,14.466667, ,892,929, ,787,891, , , ,silted, , , ,, ,, , , ,, ,"Dating based on 15 dendro dates on oak plank, ranging 787-891.  4 early 14C dates show range 510-670 with average 65 years margin.   One later 14C sample from luting moss showed 840 with a margin of 70 years.  Slavonic, oak, pine, working boat. ",8.25,2.1, , ,0,"Navis I, Szczecin, #136; Wieczorowski 1962; S. Wesołowski 1963, 254-258; M. Rulewicz 1986, 48-59; W. Filipowiak 1994, 83-96; M.F. Pazdur et al. 1994, 127-195; W. Filipowiak 1996, 91-96; M. Rulewicz 1996, 79-90; N. Bonde, T. Wazny, and A. Daly 1999.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1063101.137,7268620.498,534,Haithabu 3, ,54.516667,9.55, ,370,381, ,790,1025, , , ,silted, , , ,, ,, , , ,, ,"Dating by dendro based on oak plank and keel (ergo different dates). Cargo vessel. Viking context, ""Nordic"" type.",22.1,6.25, , ,0,"Navis I, Haithabu 3, #9; A.E. Christensen 1999, 350.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Årby,,59.583,16.267,,30,35,,800,1000,,,silted,,,,,,,,,,,,,"No dating information provided in database. Pine, oak, oared, Viking-age working boat later used as a grave ",3.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1810789.629,8307542.887,917,Berga Arby, ,59.5833,16.2666, ,30,35, ,800,1000, , , ,silted, , , ,, ,, , , ,, ,,3.8,1.02, , ,0,"Navis I, Årby #172; H. Arbman 1940; H. Arbman, B. Greenhill, and O.T.P. Roberts 1993.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Çaycağız Koyu 2,,36.789,28.344,ca,,,,800,1000,ca,,21.5,3.5 +/-,2010,,Amphoras,correspond to Type 1 amphoras discovered at Bozburun excavations,Ceramic,broken pieces,,,,,,,,,,,,H. Özdaş et al. 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,593703.9138,6976834.596,281,Dorestad, ,52.966667,5.333333, ,275,284, ,800,900,ca, , ,silted, , ,stone,, ,, , , ,, ,"oak; clinker built, many iron nails. Fragments of ship possibly used as revetment? Cargo identification of objects not certain. wicker basket with stones, unworked animal bones.",0,0, , ,0,"Navis I, Dorestad 1, #65; W.A. van Es and W.J.H. Verwers 1981, 72-76; K. Vlierman 1997, 83-87; W.A. van Es, W.J.H. Verwers, and J. van Doesburg 2009, 243-256.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
986,2161453.483,7648524.495,987,Głębia Gotlandzka, ,56.45,19.416667, ,342,354, ,800,900,ca, , , , , , ,, ,, , , ,, ,,4.3,0, , ,0,"Navis I, Głębia Gotlandzka, #131; W. Ossowski 1999, 121-125.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
350,743919.1026,6680706.959,351,Krefeld Gellep 3,Krefeld c,51.334665,6.682739, ,1052,433, ,800,800,?, , ,silted, , ,ceramic,Kügeltopf, ,, , , ,,ca. 8-9 tons,dated by pot; found inside Roman harbor; caulked with moss; draft 0.4 m; capacity of ca. 8-9 tons,16,0,ca, ,0,http://www.archaeologie-krefeld.de/news/SchiffeMittelalter/schiff3karolinger.htm, ,,,,,,,,,,,,,,,,,,,,,,,,,,
292,599939.6977,5340127.459,293,Rocher de l'Estéou 2, ,43.1847,5.38935, ,780,802, ,800,1000,ca, ,26, , , ,amphoras,Joncheray 5,lamps,,other,Joncheray 5, ,iron objects, ,Saracen ship,0,0, , ,0,"S. Ximénès 1976, 139-150.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
761,1508379.1,4591204.716,762,Scoglio della Formica 2, ,38.083333,13.55, ,829,867, ,800,1100, , ,57, , , ,ceramic,filter jugs,lamps,,metal,"""iron objects""", ,, ,hull remains,0,0, ,1053,1,, ,1173,Scoglio della Formica,Scoglio della Formica B,800,1100,C9th-11th AD,8432,,1053,,,,,,,Saracen,,,,,,,,,,
642,1261695.109,6083595.346,643,"Starnberger See, Ambach", ,47.86,11.334,ca,0,0, ,800,800,ca, , , , , , ,, ,, , , ,, ,"Oak logboat, date by C14",0,0, , ,0,,T. Weski 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,3887165.299,5594170.216,1217,Sudak 1, ,44.826,34.919, ,1058,920, ,800,900, , , , ,1999, ,Amphoras,Günsenin 1,Amphoras,Günsenin 2,Amphoras,"""pitcher amphoras"" - naphta?", ,anchor, ,"Amphoras have grafitti; anchor type is early: Kapitän D, hence they date wreck C9",0,0, , ,0,"S.M. Zelenko 2001, 82-92.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,3896182.178,4300621.372,1225,Syria, ,36,35,ca,890,927, ,800,900,?, ,35, , , ,Amphoras,Arab,Ceramic,jars, , , ,, ,,0,0, ,1125,1,, ,1352,Syria,Syria,800,900,,8502,,1125,,,,,,,,,,,,,,,,,
1212,3886806.628,3843621.138,1213,Tantura Lagoon B, ,32.609769,34.915778, ,897,934, ,800,850, , , , , , ,lamps,Abbasid-period oil lamp, ,, , , ,"rigging elements, rope", ,C14 (680-850AD) done in the vicinity but not clear from which of the 7 wrecks the sample came from. Dendro is problematic,30,0,ca, ,0,"G.F. Bass 1963, 138-156; G.F. Bass 1975; G.F. Bass and F.H. van Doorninck 1982; P. Throckmorton 1987; F.H. van Doorninck Jr. 1997, 105-120; S. Wachsmann, Y. Kahanov, and J. Hall 1997,13-15; S. Kingsley 2004, 39.","M. Polzer 2008, 225-252",,,,,,,,,,,,,,,,,,,,,,,,,,
1122,3222699.259,5013093.942,1123,Yenikapi 13, ,41.0051,28.95, ,993,1034, ,800,900,ca, , ,silted, , ,Amphoras,,Foodstuffs,olives and cherries ,Ceramic, clay braziers; drinking vessels; cooking vessel; a knife , ,, ,"heavily pitched inside and out, shell construction; ",0,0, , ,0,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",Kocabaş and Özsait-Kocabaş 2013.,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1690200.935,5501622.344,875,Zdrijac, ,44.233333,15.183333, ,1024,1064, ,800,1000, , ,4, , , ,amphoras,Byzantine,Tiles,tegulae and imbrices,metal,"copper kettle, iron axe, 2 knives, chisel, nails, 3 adzes, 2 scrapers, plough-share, spear-head, crucible","pottery jug, glass flask",, ,,0,0, ,1250,1,, ,1789,Zdrijac,Zdrijac,800,1000,,8618,,1250,,,,,,,,,,,,,,,,,
,,,,Oseberg Ship,Osebergskipet,59.259697,10.435316,,,,,800,834,,,,,1904,,human remains (2 women of upper class status),,sleighs,,brass Buddha,,,,,,21.5,5.1,,,,"Bonde, Niels; Christensen, A.E (1993). 'Dendrochronological dating of the Viking Age ship burials at Oseberg, Gokstad, and Tune, Norway (67 ed); Holck, Per (August 2006). ""The Oseberg Ship Burial, Norway: New Thoughts On the Skeletons From the Grave Mound"". European Journal of Archaeology;",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Gokstad Ship,,59.124701,10.229705,,,,,800,900,,,,,1880,,human remains,,tent ,grave goods,sledge,grave goods,,,,,23.8,5.1,,,,"""Gokstadskipet"". Lokalhistoriewiki. Retrieved October 31, 2015.; N. Nicolaysen (1882) Langskibet fra Gokstad ved Sandefjord beskrevet ( Christiania: A. Cammermeyer)",,,,,,,,,,,,,,,,,,,,,,,,,,,
964,1996329.498,6836369.119,965,Ląd,Lad,52.2,17.933333, ,419,438, ,810,1115, , , ,in alluvium, , , ,, ,, , , ,, ,"Dating based on 2 14C samples dating 900 and 970 with a margin of 90 yrs each. Dendro dating based on 7 samples of planks gave range 891-1115.  Dendro showed also origin around area of Wroclaw.  Vessel is ash and oak, cargo, Slavonic.",10.76,2.37, , ,0,"Navis I, Ląd, #140", ,,,,,,,,,,,,,,,,,,,,,,,,,,
30,-363124.179,6787478.439,31,Llyn Llangorse, ,51.93,-3.262,ca,0,0, ,814,814,ca, , , ,1925, , ,, ,, , , ,,0.26,Date is subject to some disagreement,4.65,0, , ,0,,S. McGrail 1978.,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1903451.973,6241162.467,932,Mikulcice 2,Mikulcice 2,48.801,17.099,ca,0,0, ,825,950, , , , ,1967, , ,, ,, , , ,,0.6,"paddles, fish-hooks",8.83,0.6, , ,0,,J. Rogers 2010.,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1903451.973,6241162.467,933,Mikulcice 3,Mikulcice 3,48.801,17.099,ca,0,0, ,825,950, , , , ,1967, , ,, ,, , , ,,0.7,"paddles, fish-hooks",9.88,0.7, , ,0,,J. Rogers 2010.,,,,,,,,,,,,,,,,,,,,,,,,,,
597,1157722.704,8245512.868,598,Oseberg, ,59.3,10.4,ca,598,630, ,834,834, , , ,silted, , , ,, ,, , , ,, ,Dating based on dendro on plank and gravechamber.  Used as boat burial.  Military Nordic vessel in Viking context. The site had been robbed prior to excavation.,21.44,5.1, , ,0,"Navis I, Oseberg, #181; A.W.Brøgger, H. Shetelig, and H. Falk 1917; A.W. Brøgger and H. Shetelig 1951; A.E. Christensen, A.S. Ingstad, and B. Myhre 1992; N. Bonde and A.E. Christensen 1993, 575-583; N. Bonde 1994; J. Bill et al. 1997.",S. Nordeide 2011.,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1968499.662,5268944.581,956,Mljet 1, ,42.716667,17.683333, ,530,554, ,850,1000,ca, ,25, , , ,amphoras,CP and Black Sea parallels,glass,CP and Black Sea parallels,"bowls and cups, flasks and goblets", , ,, ,,0,0, ,703,1,, ,2530,Mljet,Mljet A,850,1000,C9th-10th AD,8099,,703,,,,,,,Byzantine,"V.Han and Z. Brusic in Annales du 7ieme congres internationale pour l'histoire du verre, Berlin-Leipzig 15-21 Aout 1977 (1978), 271-82","A primary cargo of Byzantine amphorae and a secondary one of Islamic glass, possibly from Syria cf composition of cargo from Serce Limani wreck",,,,,,,,
949,1949946.451,7505511.921,950,Czarnowsko 2, ,55.733333,17.516667, ,248,255, ,860,1040, , , ,in alluvium, , , ,, ,, , , ,, ,"Dating based on one 14C sample with a margin of 90 yrs.  Slavonic, oak, pine working boat, in Slavonic context. ",12.75,2.95, , ,0,"Navis I, Czarnowsko 2, #196.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
39,-291991.0244,7053972.552,40,Warrington 2, ,53.382,-2.623,?,0,0, ,860,1040, , , ,silted,1971, , ,, ,, , , ,, ,Fragment only.,0,0, , ,0,,S. McGrail 1978.,,,,,,,,,,,,,,,,,,,,,,,,,,
974,2046423.269,7310282.546,975,Puck 2, ,54.733333,18.383333, ,714,748, ,861,978, , ,1.8, , , , ,, ,, , , ,, ,"Dating based on 9 dendro samples on oak planks, range 861-978, and 3 14c samples range 555-810, with average margin of 68 years (dismissed by excavator as well as other literature).  Slavonic, military vessel, oared/sailed, oak, pine.  Found in underwater quay, in Gdansk bay, along with another 5 wrecks.  Mast step of wreck 2 preserved very well. ",18,2.3, , ,0,"Navis I, Puck 2, #194; W. Stępień 1983, 49-57; W. Stępień 1984, 71-78; W. Stępień 1984, 311-321; W. Stępień 1987, 139-154; J. Litwin 1995.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,3126222.366,4399687.015,1107,Bozburun,Selimiye,36.716667,28.083333,ca,83,87, ,875,900,?, ,33, , , ,amphoras,"pear-shaped, 11-15 liters",tiles,stone,ceramic,"8 ceramic jugs, 9 ceramic pots","2 copper jugs, 3 glass goblets, one oil lamp, rope, weights",, ," Paleobotanical analysis of amphora contents available. Over 1000 amphoras in cargo, majority for wine. Hull dated by dendro.",15,5, ,111,1,"F.M. Hocker 1995, 12-14; F.M. Hocker 1995, 3-8; F.M. Hocker 1998, 4-6; J. Gorham 2000, 11-17.","M. Harpster 2005, 88-94; M. Harpster 2009, 297-313.",896,Bozburun,Bozburun Byzantine,875,900,late C9th  AD,7539,,111,Eastern Mediterranean,Turkey,Marmaris Peninsula,30,37,37m,Byzantine,"http://www.diveturkey.com/inaturkey/selimiye.htm        L. Dillon Gorham and V. Bryant, IJNA 30 (2001), 282-298;  S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004), 61-63; M. Harpster, IJNA 34 (2005), 88-94; M. Harpster, IJNA 38 (2009), 297-313           http://www.inadiscover.com/projects/all/southern_europe_mediterranean_aegean/bozburun_turkey/introduction/",Dating changed since Parker 1992 as the site was re-examined by the INA from 1995-98. The hull remains provide some of the earliest evidence for the arithmetical design and construction methods that later dominated ship building in the Mediterranean.,,,"Quite well preserved with the keel and most of the starboard side of the bottom surviving. Probable size 15 x 5m. White oak keel and planking from NW Anatolia, felled in AD 874, unusual use but suggests emphasis on strength and durability. Construction sequence is notable as a mix of Classical period edge fastenings and frame-based design. Brushwood dunnage was still inplace between some of the amphorae.","At least 10 cooking pots, all black with a nearly spherical body, a flared rim and 1 or 2 broad strap handles; 6 pitchers; 2 copper jugs; a set of 3 very fine glass goblets with a small, mould-blown glass bottle; a lamp amd a bronze steelyard beam with lead counterweight. A very small elephant tusk, the left antler of a deer and a lump of arsenic sulfide (for pigments)  were presumably personal items.Absence of coins and valuables suggest that the crew had time to collect their things and abandon ship.","An anchor, of typical early Byzantine cruciform pattern.",,,
